# file,G2,Na,Diversity,t1,t2,t3
../../aplicacao/cml/output-4.0/it57.csv,0.0,0.0,0.0,0.000106963,0.196095407,3.2889e-05
../../aplicacao/cml/output-4.0/it58.csv,0.0,0.0,0.0,0.000106815,0.196151851,3.2889e-05
../../aplicacao/cml/output-4.0/it59.csv,0.0,0.0,0.0,0.00010563,0.196004148,3.2444e-05
../../aplicacao/cml/output-4.0/it60.csv,0.0,0.0,0.0,0.000106222,0.196098074,3.3185e-05
../../aplicacao/cml/output-4.0/it61.csv,0.0,0.0,0.0,0.000107852,0.196101185,3.2592e-05
../../aplicacao/cml/output-4.0/it62.csv,0.0,0.0,0.0,0.000106815,0.196146222,3.2444e-05
../../aplicacao/cml/output-4.0/it63.csv,0.0,0.0,0.0,0.000106519,0.196085037,3.2741e-05
../../aplicacao/cml/output-4.0/it64.csv,0.0,0.0,0.0,0.000106666,0.196231704,3.274e-05
../../aplicacao/cml/output-4.0/it65.csv,0.0,0.0,0.0,0.000105333,0.196142815,3.2444e-05
../../aplicacao/cml/output-4.0/it66.csv,0.0,0.0,0.0,0.000106074,0.196151259,3.2889e-05
../../aplicacao/cml/output-4.0/it67.csv,0.0,0.0,0.0,0.000106667,0.196085037,3.2741e-05
../../aplicacao/cml/output-4.0/it68.csv,0.0,0.0,0.0,0.00010637,0.196123259,3.2445e-05
../../aplicacao/cml/output-4.0/it69.csv,0.0,0.0,0.0,0.000106371,0.196102963,3.3037e-05
../../aplicacao/cml/output-4.0/it70.csv,0.0,0.0,0.0,0.000107111,0.196057926,3.2741e-05
../../aplicacao/cml/output-4.0/it71.csv,0.0,0.0,0.0,0.000106815,0.196121334,3.3037e-05
../../aplicacao/cml/output-4.0/it72.csv,0.0,0.0,0.0,0.00010637,0.196014222,3.2889e-05
../../aplicacao/cml/output-4.0/it73.csv,0.0,0.0,0.0,0.000107259,0.196094963,3.2741e-05
../../aplicacao/cml/output-4.0/it74.csv,0.0,0.0,0.0,0.000106222,0.196080593,3.2592e-05
../../aplicacao/cml/output-4.0/it75.csv,0.0,0.0,0.0,0.00010637,0.196015852,3.2592e-05
../../aplicacao/cml/output-4.0/it76.csv,0.000244125700128,0.0001220703125,0.000122264554569,0.000106074,0.19608563,3.2889e-05
../../aplicacao/cml/output-4.0/it77.csv,0.00244138531976,0.001220703125,1.71460539583e-05,0.000106074,0.196401629,3.2593e-05
../../aplicacao/cml/output-4.0/it78.csv,0.00488270800185,0.00244140625,4.28024416099e-05,0.000106074,0.196366815,3.3037e-05
../../aplicacao/cml/output-4.0/it79.csv,0.0061033386471,0.0030517578125,5.79921167901e-05,0.000107111,0.196415407,3.2444e-05
../../aplicacao/cml/output-4.0/it80.csv,0.00976556445448,0.0048828125,1.2399722756e-05,0.000107407,0.196857778,3.3037e-05
../../aplicacao/cml/output-4.0/it81.csv,0.0102538753445,0.005126953125,6.02804682823e-06,0.000106519,0.196661333,3.3334e-05
../../aplicacao/cml/output-4.0/it82.csv,0.0156249772722,0.0078125,2.90916458828e-06,0.000107556,0.196891259,3.3482e-05
../../aplicacao/cml/output-4.0/it83.csv,0.0175780386427,0.0087890625,9.82553986887e-06,0.000105926,0.19743837,3.3185e-05
../../aplicacao/cml/output-4.0/it84.csv,0.0246859869883,0.0123901367188,0.00760979893299,0.00010563,0.197307111,3.4074e-05
../../aplicacao/cml/output-4.0/it85.csv,0.0373092954488,0.0186767578125,0.00236765806303,0.000108,0.198173333,3.437e-05
../../aplicacao/cml/output-4.0/it86.csv,0.0605060742704,0.0302734375,0.0013477402305,0.000106223,0.198614223,3.5259e-05
../../aplicacao/cml/output-4.0/it87.csv,0.070590908853,0.0353393554688,0.00248454119478,0.000105926,0.199640444,3.4667e-05
../../aplicacao/cml/output-4.0/it88.csv,0.116965722016,0.0586547851562,0.00586223776605,0.000106963,0.201054223,3.6889e-05
../../aplicacao/cml/output-4.0/it89.csv,0.132085446062,0.0661010742188,0.00176551405731,0.000105926,0.201627111,3.8519e-05
../../aplicacao/cml/output-4.0/it90.csv,0.165520423713,0.0828857421875,0.00302899696484,0.000105481,0.202398223,3.8666e-05
../../aplicacao/cml/output-4.0/it91.csv,0.212928909984,0.106506347656,0.000786669813394,0.000106814,0.20434074,3.9556e-05
../../aplicacao/cml/output-4.0/it92.csv,0.278580856596,0.139404296875,0.00163364515472,0.000105185,0.204955704,4.163e-05
../../aplicacao/cml/output-4.0/it93.csv,0.333036221977,0.166564941406,0.00056230821659,0.000105778,0.206662667,4.4148e-05
../../aplicacao/cml/output-4.0/it94.csv,0.404923735935,0.202514648438,0.000521250887052,0.000107852,0.208312,4.4741e-05
../../aplicacao/cml/output-4.0/it95.csv,0.48764197407,0.244018554688,0.00161928385009,0.000105926,0.208412889,4.7259e-05
../../aplicacao/cml/output-4.0/it96.csv,0.561202786777,0.280700683594,0.000707445412494,0.000105334,0.209759852,4.8444e-05
../../aplicacao/cml/output-4.0/it97.csv,0.672671934402,0.336669921875,0.00198386997197,0.000106371,0.211591259,5.0371e-05
../../aplicacao/cml/output-4.0/it98.csv,0.741256205974,0.370666503906,0.000207199296487,0.000105926,0.211786371,5.1112e-05
../../aplicacao/cml/output-4.0/it99.csv,0.862100519767,0.431091308594,0.000190440909077,0.000106074,0.212447556,5.274e-05
../../aplicacao/cml/output-4.0/it100.csv,0.968122029147,0.484313964844,0.00104457144912,0.000107555,0.213636148,5.1111e-05
../../aplicacao/cml/output-4.0/it101.csv,1.09399993612,0.547424316406,0.00155034526189,0.00010563,0.21396563,5.3926e-05
../../aplicacao/cml/output-4.0/it102.csv,1.21463686516,0.607421875,0.000340594972055,0.000106371,0.214172,5.4667e-05
../../aplicacao/cml/output-4.0/it103.csv,1.30853205892,0.654541015625,0.000840241195126,0.00010726,0.214780741,5.2148e-05
../../aplicacao/cml/output-4.0/it104.csv,1.38665775003,0.693969726562,0.00184691499998,0.000106963,0.21496874,5.4518e-05
../../aplicacao/cml/output-4.0/it105.csv,1.46638832104,0.7333984375,0.000557069583844,0.000105778,0.215132889,5.2593e-05
../../aplicacao/cml/output-4.0/it106.csv,1.54351678666,0.772033691406,0.000713176325299,0.00010726,0.215151407,5.6592e-05
../../aplicacao/cml/output-4.0/it107.csv,1.60988397806,0.80517578125,0.000580723425892,0.000106815,0.215246074,5.6592e-05
../../aplicacao/cml/output-4.0/it108.csv,1.65044269643,0.82568359375,0.001119667486,0.000107407,0.215389778,5.6593e-05
../../aplicacao/cml/output-4.0/it109.csv,1.6913814117,0.846374511719,0.00161584702385,0.000106666,0.215298222,5.0963e-05
../../aplicacao/cml/output-4.0/it110.csv,1.71460423151,0.857482910156,0.000421686311785,0.000106518,0.215319111,5.1555e-05
../../aplicacao/cml/output-4.0/it111.csv,1.7549437555,0.877746582031,0.000625930739292,0.000106814,0.215284296,5.3334e-05
../../aplicacao/cml/output-4.0/it112.csv,1.79072683789,0.896118164062,0.00168447677222,0.000106667,0.215216444,5.4222e-05
../../aplicacao/cml/output-4.0/it113.csv,1.80491806244,0.903503417969,0.00231186009349,0.000105926,0.215146518,5.3333e-05
../../aplicacao/cml/output-4.0/it114.csv,1.81364873642,0.90869140625,0.00410928952983,0.000107703,0.215106222,5.2889e-05
../../aplicacao/cml/output-4.0/it115.csv,1.82609317169,0.913757324219,0.00155563923454,0.000106519,0.215017481,5.5111e-05
../../aplicacao/cml/output-4.0/it116.csv,1.84007842143,0.920471191406,0.000938607737459,0.000105185,0.215055704,5.3629e-05
../../aplicacao/cml/output-4.0/it117.csv,1.84052547893,0.921447753906,0.0025720708226,0.000106223,0.214988148,5.2e-05
../../aplicacao/cml/output-4.0/it118.csv,1.85334402477,0.927978515625,0.00281580493465,0.000107111,0.214982519,4.874e-05
../../aplicacao/cml/output-4.0/it119.csv,1.86039596132,0.930725097656,0.00113270179483,0.000104889,0.214918667,5.1852e-05
../../aplicacao/cml/output-4.0/it120.csv,1.8603471016,0.930419921875,0.000529591142074,0.000105778,0.214868148,5.1555e-05
../../aplicacao/cml/output-4.0/it121.csv,1.86703941579,0.933776855469,0.000550768784118,0.000106223,0.214896741,5.3778e-05
../../aplicacao/cml/output-4.0/it122.csv,1.86490184235,0.932861328125,0.000879888437515,0.000105185,0.214784444,5.6444e-05
../../aplicacao/cml/output-4.0/it123.csv,1.8678615791,0.934509277344,0.00123805682382,0.000106074,0.214818074,5.3481e-05
../../aplicacao/cml/output-4.0/it124.csv,1.86925742385,0.935485839844,0.00183247651866,0.00010637,0.214705926,5.3778e-05
../../aplicacao/cml/output-4.0/it125.csv,1.86908652277,0.935302734375,0.00162401532681,0.000104741,0.214672296,5.6297e-05
../../aplicacao/cml/output-4.0/it126.csv,1.87057339724,0.936340332031,0.00225053514606,0.000106371,0.214736297,5.4519e-05
../../aplicacao/cml/output-4.0/it127.csv,1.86958103029,0.936157226562,0.00291983307655,0.000106222,0.214705926,5.3333e-05
../../aplicacao/cml/output-4.0/it128.csv,1.86948985456,0.935668945312,0.00197509607921,0.000106519,0.214605334,5.3481e-05
../../aplicacao/cml/output-4.0/it129.csv,1.87164993852,0.936279296875,0.000970495911783,0.000105926,0.214586519,5.6148e-05
../../aplicacao/cml/output-4.0/it130.csv,1.87183843804,0.936096191406,0.000378107270758,0.000106223,0.214593185,5.6741e-05
../../aplicacao/cml/output-4.0/it131.csv,1.87089356528,0.936218261719,0.00164807525737,0.00010637,0.214638815,5.363e-05
../../aplicacao/cml/output-4.0/it132.csv,1.87114857792,0.936340332031,0.00163624922994,0.000105186,0.214575704,5.5704e-05
../../aplicacao/cml/output-4.0/it133.csv,1.87036624961,0.935668945312,0.00103844529251,0.000107111,0.214634815,5.3185e-05
../../aplicacao/cml/output-4.0/it134.csv,1.87227239945,0.936584472656,0.000957250397856,0.000106666,0.21460163,5.6592e-05
../../aplicacao/cml/output-4.0/it135.csv,1.87285006341,0.93701171875,0.00125225124063,0.000106074,0.214579704,5.7185e-05
../../aplicacao/cml/output-4.0/it136.csv,1.86988989857,0.936218261719,0.0027201187678,0.000108296,0.214747704,5.0815e-05
../../aplicacao/cml/output-4.0/it137.csv,1.87120673961,0.936584472656,0.00209506538231,0.000105037,0.214612741,5.6e-05
../../aplicacao/cml/output-4.0/it138.csv,1.87112286257,0.9365234375,0.00205441995132,0.000105926,0.214589926,4.8e-05
../../aplicacao/cml/output-4.0/it139.csv,1.87051880866,0.9365234375,0.00269941598405,0.000105926,0.214543556,5.3482e-05
